row_id,series_id,series,category,month,history_value,estimate_value,kind,value_class
R500,cost:P1,Early Childhood Education monthly cost,cost,2024-05,92605.11,,HISTORY (SYNTHETIC),SYNTHETIC
R501,cost:P1,Early Childhood Education monthly cost,cost,2024-06,95715.74,,HISTORY (SYNTHETIC),SYNTHETIC
R502,cost:P1,Early Childhood Education monthly cost,cost,2024-07,95983.07,,HISTORY (SYNTHETIC),SYNTHETIC
R503,cost:P1,Early Childhood Education monthly cost,cost,2024-08,92251.17,,HISTORY (SYNTHETIC),SYNTHETIC
R504,cost:P1,Early Childhood Education monthly cost,cost,2024-09,95529.07,,HISTORY (SYNTHETIC),SYNTHETIC
R505,cost:P1,Early Childhood Education monthly cost,cost,2024-10,91729.05,,HISTORY (SYNTHETIC),SYNTHETIC
R506,cost:P1,Early Childhood Education monthly cost,cost,2024-11,97592.19,,HISTORY (SYNTHETIC),SYNTHETIC
R507,cost:P1,Early Childhood Education monthly cost,cost,2024-12,93554.38,,HISTORY (SYNTHETIC),SYNTHETIC
R508,cost:P1,Early Childhood Education monthly cost,cost,2025-01,94539.08,,HISTORY (SYNTHETIC),SYNTHETIC
R509,cost:P1,Early Childhood Education monthly cost,cost,2025-02,97271.51,,HISTORY (SYNTHETIC),SYNTHETIC
R510,cost:P1,Early Childhood Education monthly cost,cost,2025-03,97076.79,,HISTORY (SYNTHETIC),SYNTHETIC
R511,cost:P1,Early Childhood Education monthly cost,cost,2025-04,94373.72,,HISTORY (SYNTHETIC),SYNTHETIC
R512,cost:P1,Early Childhood Education monthly cost,cost,2025-05,95896.34,,HISTORY (SYNTHETIC),SYNTHETIC
R513,cost:P1,Early Childhood Education monthly cost,cost,2025-06,99572.23,,HISTORY (SYNTHETIC),SYNTHETIC
R514,cost:P1,Early Childhood Education monthly cost,cost,2025-07,97300.05,,HISTORY (SYNTHETIC),SYNTHETIC
R515,cost:P1,Early Childhood Education monthly cost,cost,2025-08,94050.29,,HISTORY (SYNTHETIC),SYNTHETIC
R516,cost:P1,Early Childhood Education monthly cost,cost,2025-09,101489.28,,HISTORY (SYNTHETIC),SYNTHETIC
R517,cost:P1,Early Childhood Education monthly cost,cost,2025-10,98305.22,,HISTORY (SYNTHETIC),SYNTHETIC
R518,cost:P1,Early Childhood Education monthly cost,cost,2025-11,96248.99,,HISTORY (SYNTHETIC),SYNTHETIC
R519,cost:P1,Early Childhood Education monthly cost,cost,2025-12,93422.29,,HISTORY (SYNTHETIC),SYNTHETIC
R520,cost:P1,Early Childhood Education monthly cost,cost,2026-01,95555.73,,HISTORY (SYNTHETIC),SYNTHETIC
R521,cost:P1,Early Childhood Education monthly cost,cost,2026-02,96383.55,,HISTORY (SYNTHETIC),SYNTHETIC
R522,cost:P1,Early Childhood Education monthly cost,cost,2026-03,98028.01,,HISTORY (SYNTHETIC),SYNTHETIC
R523,cost:P1,Early Childhood Education monthly cost,cost,2026-04,96295.64,,HISTORY (SYNTHETIC),SYNTHETIC
R524,cost:P1,Early Childhood Education monthly cost,cost,2026-05,98794.69,,HISTORY (SYNTHETIC),SYNTHETIC
R525,cost:P1,Early Childhood Education monthly cost,cost,2026-06,98874.57,,HISTORY (SYNTHETIC),SYNTHETIC
R526,cost:P1,Early Childhood Education monthly cost,cost,2026-07,104542.4,,HISTORY (SYNTHETIC),SYNTHETIC
R527,cost:P1,Early Childhood Education monthly cost,cost,2026-08,102029.51,,HISTORY (SYNTHETIC),SYNTHETIC
R528,cost:P1,Early Childhood Education monthly cost,cost,2026-09,99904.69,,HISTORY (SYNTHETIC),SYNTHETIC
R529,cost:P1,Early Childhood Education monthly cost,cost,2026-10,,98958.8,MODEL ESTIMATE,MODEL ESTIMATE
R530,cost:P1,Early Childhood Education monthly cost,cost,2026-11,,100139.35,MODEL ESTIMATE,MODEL ESTIMATE
R531,cost:P1,Early Childhood Education monthly cost,cost,2026-12,,99176.2,MODEL ESTIMATE,MODEL ESTIMATE
R532,cost:P1,Early Childhood Education monthly cost,cost,2027-01,,99460.24,MODEL ESTIMATE,MODEL ESTIMATE
R533,cost:P1,Early Childhood Education monthly cost,cost,2027-02,,100278.74,MODEL ESTIMATE,MODEL ESTIMATE
R534,cost:P1,Early Childhood Education monthly cost,cost,2027-03,,101769.57,MODEL ESTIMATE,MODEL ESTIMATE
R535,cost:P1,Early Childhood Education monthly cost,cost,2027-04,,99434.67,MODEL ESTIMATE,MODEL ESTIMATE
R536,cost:P1,Early Childhood Education monthly cost,cost,2027-05,,101366.8,MODEL ESTIMATE,MODEL ESTIMATE
R537,cost:P1,Early Childhood Education monthly cost,cost,2027-06,,102823.72,MODEL ESTIMATE,MODEL ESTIMATE
R538,cost:P1,Early Childhood Education monthly cost,cost,2027-07,,104380.61,MODEL ESTIMATE,MODEL ESTIMATE
R539,cost:P1,Early Childhood Education monthly cost,cost,2027-08,,100973.35,MODEL ESTIMATE,MODEL ESTIMATE
R540,cost:P1,Early Childhood Education monthly cost,cost,2027-09,,103675.08,MODEL ESTIMATE,MODEL ESTIMATE
R541,cost:P2,Youth & Teen Programs monthly cost,cost,2022-10,48454.94,,HISTORY (SYNTHETIC),SYNTHETIC
R542,cost:P2,Youth & Teen Programs monthly cost,cost,2022-11,49002.29,,HISTORY (SYNTHETIC),SYNTHETIC
R543,cost:P2,Youth & Teen Programs monthly cost,cost,2022-12,48390.84,,HISTORY (SYNTHETIC),SYNTHETIC
R544,cost:P2,Youth & Teen Programs monthly cost,cost,2023-01,49296.96,,HISTORY (SYNTHETIC),SYNTHETIC
R545,cost:P2,Youth & Teen Programs monthly cost,cost,2023-02,48292.84,,HISTORY (SYNTHETIC),SYNTHETIC
R546,cost:P2,Youth & Teen Programs monthly cost,cost,2023-03,47517.34,,HISTORY (SYNTHETIC),SYNTHETIC
R547,cost:P2,Youth & Teen Programs monthly cost,cost,2023-04,48507.93,,HISTORY (SYNTHETIC),SYNTHETIC
R548,cost:P2,Youth & Teen Programs monthly cost,cost,2023-05,49275.33,,HISTORY (SYNTHETIC),SYNTHETIC
R549,cost:P2,Youth & Teen Programs monthly cost,cost,2023-06,49185.24,,HISTORY (SYNTHETIC),SYNTHETIC
R550,cost:P2,Youth & Teen Programs monthly cost,cost,2023-07,47512.26,,HISTORY (SYNTHETIC),SYNTHETIC
R551,cost:P2,Youth & Teen Programs monthly cost,cost,2023-08,48219.38,,HISTORY (SYNTHETIC),SYNTHETIC
R552,cost:P2,Youth & Teen Programs monthly cost,cost,2023-09,49567.75,,HISTORY (SYNTHETIC),SYNTHETIC
R553,cost:P2,Youth & Teen Programs monthly cost,cost,2023-10,48909.38,,HISTORY (SYNTHETIC),SYNTHETIC
R554,cost:P2,Youth & Teen Programs monthly cost,cost,2023-11,49439.94,,HISTORY (SYNTHETIC),SYNTHETIC
R555,cost:P2,Youth & Teen Programs monthly cost,cost,2023-12,50276.85,,HISTORY (SYNTHETIC),SYNTHETIC
R556,cost:P2,Youth & Teen Programs monthly cost,cost,2024-01,48343.75,,HISTORY (SYNTHETIC),SYNTHETIC
R557,cost:P2,Youth & Teen Programs monthly cost,cost,2024-02,49860.0,,HISTORY (SYNTHETIC),SYNTHETIC
R558,cost:P2,Youth & Teen Programs monthly cost,cost,2024-03,49613.32,,HISTORY (SYNTHETIC),SYNTHETIC
R559,cost:P2,Youth & Teen Programs monthly cost,cost,2024-04,49417.3,,HISTORY (SYNTHETIC),SYNTHETIC
R560,cost:P2,Youth & Teen Programs monthly cost,cost,2024-05,50439.31,,HISTORY (SYNTHETIC),SYNTHETIC
R561,cost:P2,Youth & Teen Programs monthly cost,cost,2024-06,48496.54,,HISTORY (SYNTHETIC),SYNTHETIC
R562,cost:P2,Youth & Teen Programs monthly cost,cost,2024-07,51220.15,,HISTORY (SYNTHETIC),SYNTHETIC
R563,cost:P2,Youth & Teen Programs monthly cost,cost,2024-08,50001.75,,HISTORY (SYNTHETIC),SYNTHETIC
R564,cost:P2,Youth & Teen Programs monthly cost,cost,2024-09,50689.37,,HISTORY (SYNTHETIC),SYNTHETIC
R565,cost:P2,Youth & Teen Programs monthly cost,cost,2024-10,50573.6,,HISTORY (SYNTHETIC),SYNTHETIC
R566,cost:P2,Youth & Teen Programs monthly cost,cost,2024-11,50201.01,,HISTORY (SYNTHETIC),SYNTHETIC
R567,cost:P2,Youth & Teen Programs monthly cost,cost,2024-12,51606.88,,HISTORY (SYNTHETIC),SYNTHETIC
R568,cost:P2,Youth & Teen Programs monthly cost,cost,2025-01,49631.93,,HISTORY (SYNTHETIC),SYNTHETIC
R569,cost:P2,Youth & Teen Programs monthly cost,cost,2025-02,50632.61,,HISTORY (SYNTHETIC),SYNTHETIC
R570,cost:P2,Youth & Teen Programs monthly cost,cost,2025-03,51093.79,,HISTORY (SYNTHETIC),SYNTHETIC
R571,cost:P2,Youth & Teen Programs monthly cost,cost,2025-04,51598.28,,HISTORY (SYNTHETIC),SYNTHETIC
R572,cost:P2,Youth & Teen Programs monthly cost,cost,2025-05,52736.05,,HISTORY (SYNTHETIC),SYNTHETIC
R573,cost:P2,Youth & Teen Programs monthly cost,cost,2025-06,52138.78,,HISTORY (SYNTHETIC),SYNTHETIC
R574,cost:P2,Youth & Teen Programs monthly cost,cost,2025-07,53099.05,,HISTORY (SYNTHETIC),SYNTHETIC
R575,cost:P2,Youth & Teen Programs monthly cost,cost,2025-08,52215.13,,HISTORY (SYNTHETIC),SYNTHETIC
R576,cost:P2,Youth & Teen Programs monthly cost,cost,2025-09,50231.82,,HISTORY (SYNTHETIC),SYNTHETIC
R577,cost:P2,Youth & Teen Programs monthly cost,cost,2025-10,51398.51,,HISTORY (SYNTHETIC),SYNTHETIC
R578,cost:P2,Youth & Teen Programs monthly cost,cost,2025-11,52998.03,,HISTORY (SYNTHETIC),SYNTHETIC
R579,cost:P2,Youth & Teen Programs monthly cost,cost,2025-12,53339.09,,HISTORY (SYNTHETIC),SYNTHETIC
R580,cost:P2,Youth & Teen Programs monthly cost,cost,2026-01,52498.29,,HISTORY (SYNTHETIC),SYNTHETIC
R581,cost:P2,Youth & Teen Programs monthly cost,cost,2026-02,52072.4,,HISTORY (SYNTHETIC),SYNTHETIC
R582,cost:P2,Youth & Teen Programs monthly cost,cost,2026-03,52498.12,,HISTORY (SYNTHETIC),SYNTHETIC
R583,cost:P2,Youth & Teen Programs monthly cost,cost,2026-04,52401.43,,HISTORY (SYNTHETIC),SYNTHETIC
R584,cost:P2,Youth & Teen Programs monthly cost,cost,2026-05,52487.12,,HISTORY (SYNTHETIC),SYNTHETIC
R585,cost:P2,Youth & Teen Programs monthly cost,cost,2026-06,53848.98,,HISTORY (SYNTHETIC),SYNTHETIC
R586,cost:P2,Youth & Teen Programs monthly cost,cost,2026-07,51774.53,,HISTORY (SYNTHETIC),SYNTHETIC
R587,cost:P2,Youth & Teen Programs monthly cost,cost,2026-08,52963.16,,HISTORY (SYNTHETIC),SYNTHETIC
R588,cost:P2,Youth & Teen Programs monthly cost,cost,2026-09,53834.41,,HISTORY (SYNTHETIC),SYNTHETIC
R589,cost:P2,Youth & Teen Programs monthly cost,cost,2026-10,,53286.69,MODEL ESTIMATE,MODEL ESTIMATE
R590,cost:P2,Youth & Teen Programs monthly cost,cost,2026-11,,53862.9,MODEL ESTIMATE,MODEL ESTIMATE
R591,cost:P2,Youth & Teen Programs monthly cost,cost,2026-12,,54356.0,MODEL ESTIMATE,MODEL ESTIMATE
R592,cost:P2,Youth & Teen Programs monthly cost,cost,2027-01,,53395.32,MODEL ESTIMATE,MODEL ESTIMATE
R593,cost:P2,Youth & Teen Programs monthly cost,cost,2027-02,,53667.05,MODEL ESTIMATE,MODEL ESTIMATE
R594,cost:P2,Youth & Teen Programs monthly cost,cost,2027-03,,53633.23,MODEL ESTIMATE,MODEL ESTIMATE
R595,cost:P2,Youth & Teen Programs monthly cost,cost,2027-04,,53933.82,MODEL ESTIMATE,MODEL ESTIMATE
R596,cost:P2,Youth & Teen Programs monthly cost,cost,2027-05,,54687.04,MODEL ESTIMATE,MODEL ESTIMATE
R597,cost:P2,Youth & Teen Programs monthly cost,cost,2027-06,,54369.97,MODEL ESTIMATE,MODEL ESTIMATE
R598,cost:P2,Youth & Teen Programs monthly cost,cost,2027-07,,54354.08,MODEL ESTIMATE,MODEL ESTIMATE
R599,cost:P2,Youth & Teen Programs monthly cost,cost,2027-08,,54302.44,MODEL ESTIMATE,MODEL ESTIMATE
R600,cost:P2,Youth & Teen Programs monthly cost,cost,2027-09,,54533.42,MODEL ESTIMATE,MODEL ESTIMATE
R601,cost:P3,Senior Services monthly cost,cost,2022-10,37722.15,,HISTORY (SYNTHETIC),SYNTHETIC
R602,cost:P3,Senior Services monthly cost,cost,2022-11,38486.44,,HISTORY (SYNTHETIC),SYNTHETIC
R603,cost:P3,Senior Services monthly cost,cost,2022-12,37525.69,,HISTORY (SYNTHETIC),SYNTHETIC
R604,cost:P3,Senior Services monthly cost,cost,2023-01,35834.82,,HISTORY (SYNTHETIC),SYNTHETIC
R605,cost:P3,Senior Services monthly cost,cost,2023-02,37029.98,,HISTORY (SYNTHETIC),SYNTHETIC
R606,cost:P3,Senior Services monthly cost,cost,2023-03,37368.91,,HISTORY (SYNTHETIC),SYNTHETIC
R607,cost:P3,Senior Services monthly cost,cost,2023-04,38774.46,,HISTORY (SYNTHETIC),SYNTHETIC
R608,cost:P3,Senior Services monthly cost,cost,2023-05,38485.29,,HISTORY (SYNTHETIC),SYNTHETIC
R609,cost:P3,Senior Services monthly cost,cost,2023-06,38528.16,,HISTORY (SYNTHETIC),SYNTHETIC
R610,cost:P3,Senior Services monthly cost,cost,2023-07,37885.65,,HISTORY (SYNTHETIC),SYNTHETIC
R611,cost:P3,Senior Services monthly cost,cost,2023-08,38698.71,,HISTORY (SYNTHETIC),SYNTHETIC
R612,cost:P3,Senior Services monthly cost,cost,2023-09,39216.34,,HISTORY (SYNTHETIC),SYNTHETIC
R613,cost:P3,Senior Services monthly cost,cost,2023-10,38236.29,,HISTORY (SYNTHETIC),SYNTHETIC
R614,cost:P3,Senior Services monthly cost,cost,2023-11,38815.84,,HISTORY (SYNTHETIC),SYNTHETIC
R615,cost:P3,Senior Services monthly cost,cost,2023-12,36928.84,,HISTORY (SYNTHETIC),SYNTHETIC
R616,cost:P3,Senior Services monthly cost,cost,2024-01,38919.86,,HISTORY (SYNTHETIC),SYNTHETIC
R617,cost:P3,Senior Services monthly cost,cost,2024-02,38135.98,,HISTORY (SYNTHETIC),SYNTHETIC
R618,cost:P3,Senior Services monthly cost,cost,2024-03,38883.37,,HISTORY (SYNTHETIC),SYNTHETIC
R619,cost:P3,Senior Services monthly cost,cost,2024-04,39014.95,,HISTORY (SYNTHETIC),SYNTHETIC
R620,cost:P3,Senior Services monthly cost,cost,2024-05,39239.23,,HISTORY (SYNTHETIC),SYNTHETIC
R621,cost:P3,Senior Services monthly cost,cost,2024-06,38463.92,,HISTORY (SYNTHETIC),SYNTHETIC
R622,cost:P3,Senior Services monthly cost,cost,2024-07,39472.26,,HISTORY (SYNTHETIC),SYNTHETIC
R623,cost:P3,Senior Services monthly cost,cost,2024-08,39295.58,,HISTORY (SYNTHETIC),SYNTHETIC
R624,cost:P3,Senior Services monthly cost,cost,2024-09,39281.19,,HISTORY (SYNTHETIC),SYNTHETIC
R625,cost:P3,Senior Services monthly cost,cost,2024-10,40868.91,,HISTORY (SYNTHETIC),SYNTHETIC
R626,cost:P3,Senior Services monthly cost,cost,2024-11,39134.32,,HISTORY (SYNTHETIC),SYNTHETIC
R627,cost:P3,Senior Services monthly cost,cost,2024-12,38691.19,,HISTORY (SYNTHETIC),SYNTHETIC
R628,cost:P3,Senior Services monthly cost,cost,2025-01,39388.24,,HISTORY (SYNTHETIC),SYNTHETIC
R629,cost:P3,Senior Services monthly cost,cost,2025-02,40636.0,,HISTORY (SYNTHETIC),SYNTHETIC
R630,cost:P3,Senior Services monthly cost,cost,2025-03,39028.08,,HISTORY (SYNTHETIC),SYNTHETIC
R631,cost:P3,Senior Services monthly cost,cost,2025-04,41629.76,,HISTORY (SYNTHETIC),SYNTHETIC
R632,cost:P3,Senior Services monthly cost,cost,2025-05,40752.5,,HISTORY (SYNTHETIC),SYNTHETIC
R633,cost:P3,Senior Services monthly cost,cost,2025-06,39882.86,,HISTORY (SYNTHETIC),SYNTHETIC
R634,cost:P3,Senior Services monthly cost,cost,2025-07,40868.0,,HISTORY (SYNTHETIC),SYNTHETIC
R635,cost:P3,Senior Services monthly cost,cost,2025-08,41479.2,,HISTORY (SYNTHETIC),SYNTHETIC
R636,cost:P3,Senior Services monthly cost,cost,2025-09,40236.2,,HISTORY (SYNTHETIC),SYNTHETIC
R637,cost:P3,Senior Services monthly cost,cost,2025-10,39985.4,,HISTORY (SYNTHETIC),SYNTHETIC
R638,cost:P3,Senior Services monthly cost,cost,2025-11,40602.14,,HISTORY (SYNTHETIC),SYNTHETIC
R639,cost:P3,Senior Services monthly cost,cost,2025-12,40953.16,,HISTORY (SYNTHETIC),SYNTHETIC
R640,cost:P3,Senior Services monthly cost,cost,2026-01,40526.24,,HISTORY (SYNTHETIC),SYNTHETIC
R641,cost:P3,Senior Services monthly cost,cost,2026-02,40933.95,,HISTORY (SYNTHETIC),SYNTHETIC
R642,cost:P3,Senior Services monthly cost,cost,2026-03,40959.34,,HISTORY (SYNTHETIC),SYNTHETIC
R643,cost:P3,Senior Services monthly cost,cost,2026-04,41490.47,,HISTORY (SYNTHETIC),SYNTHETIC
R644,cost:P3,Senior Services monthly cost,cost,2026-05,41747.45,,HISTORY (SYNTHETIC),SYNTHETIC
R645,cost:P3,Senior Services monthly cost,cost,2026-06,42822.95,,HISTORY (SYNTHETIC),SYNTHETIC
R646,cost:P3,Senior Services monthly cost,cost,2026-07,41936.05,,HISTORY (SYNTHETIC),SYNTHETIC
R647,cost:P3,Senior Services monthly cost,cost,2026-08,41112.89,,HISTORY (SYNTHETIC),SYNTHETIC
R648,cost:P3,Senior Services monthly cost,cost,2026-09,41898.1,,HISTORY (SYNTHETIC),SYNTHETIC
R649,cost:P3,Senior Services monthly cost,cost,2026-10,,42039.49,MODEL ESTIMATE,MODEL ESTIMATE
R650,cost:P3,Senior Services monthly cost,cost,2026-11,,42095.99,MODEL ESTIMATE,MODEL ESTIMATE
R651,cost:P3,Senior Services monthly cost,cost,2026-12,,41361.02,MODEL ESTIMATE,MODEL ESTIMATE
R652,cost:P3,Senior Services monthly cost,cost,2027-01,,41503.59,MODEL ESTIMATE,MODEL ESTIMATE
R653,cost:P3,Senior Services monthly cost,cost,2027-02,,42020.28,MODEL ESTIMATE,MODEL ESTIMATE
R654,cost:P3,Senior Services monthly cost,cost,2027-03,,41896.23,MODEL ESTIMATE,MODEL ESTIMATE
R655,cost:P3,Senior Services monthly cost,cost,2027-04,,43063.71,MODEL ESTIMATE,MODEL ESTIMATE
R656,cost:P3,Senior Services monthly cost,cost,2027-05,,42892.42,MODEL ESTIMATE,MODEL ESTIMATE
R657,cost:P3,Senior Services monthly cost,cost,2027-06,,42760.78,MODEL ESTIMATE,MODEL ESTIMATE
R658,cost:P3,Senior Services monthly cost,cost,2027-07,,42876.79,MODEL ESTIMATE,MODEL ESTIMATE
R659,cost:P3,Senior Services monthly cost,cost,2027-08,,42982.9,MODEL ESTIMATE,MODEL ESTIMATE
R660,cost:P3,Senior Services monthly cost,cost,2027-09,,42994.26,MODEL ESTIMATE,MODEL ESTIMATE
R661,cost:P4,Fitness & Wellness monthly cost,cost,2022-10,68882.69,,HISTORY (SYNTHETIC),SYNTHETIC
R662,cost:P4,Fitness & Wellness monthly cost,cost,2022-11,69638.71,,HISTORY (SYNTHETIC),SYNTHETIC
R663,cost:P4,Fitness & Wellness monthly cost,cost,2022-12,73584.74,,HISTORY (SYNTHETIC),SYNTHETIC
R664,cost:P4,Fitness & Wellness monthly cost,cost,2023-01,70049.85,,HISTORY (SYNTHETIC),SYNTHETIC
R665,cost:P4,Fitness & Wellness monthly cost,cost,2023-02,71656.97,,HISTORY (SYNTHETIC),SYNTHETIC
R666,cost:P4,Fitness & Wellness monthly cost,cost,2023-03,72704.73,,HISTORY (SYNTHETIC),SYNTHETIC
R667,cost:P4,Fitness & Wellness monthly cost,cost,2023-04,74187.26,,HISTORY (SYNTHETIC),SYNTHETIC
R668,cost:P4,Fitness & Wellness monthly cost,cost,2023-05,74208.92,,HISTORY (SYNTHETIC),SYNTHETIC
R669,cost:P4,Fitness & Wellness monthly cost,cost,2023-06,71821.02,,HISTORY (SYNTHETIC),SYNTHETIC
R670,cost:P4,Fitness & Wellness monthly cost,cost,2023-07,74834.84,,HISTORY (SYNTHETIC),SYNTHETIC
R671,cost:P4,Fitness & Wellness monthly cost,cost,2023-08,74253.81,,HISTORY (SYNTHETIC),SYNTHETIC
R672,cost:P4,Fitness & Wellness monthly cost,cost,2023-09,71494.2,,HISTORY (SYNTHETIC),SYNTHETIC
R673,cost:P4,Fitness & Wellness monthly cost,cost,2023-10,72352.45,,HISTORY (SYNTHETIC),SYNTHETIC
R674,cost:P4,Fitness & Wellness monthly cost,cost,2023-11,74844.73,,HISTORY (SYNTHETIC),SYNTHETIC
R675,cost:P4,Fitness & Wellness monthly cost,cost,2023-12,71614.9,,HISTORY (SYNTHETIC),SYNTHETIC
R676,cost:P4,Fitness & Wellness monthly cost,cost,2024-01,74944.58,,HISTORY (SYNTHETIC),SYNTHETIC
R677,cost:P4,Fitness & Wellness monthly cost,cost,2024-02,73948.02,,HISTORY (SYNTHETIC),SYNTHETIC
R678,cost:P4,Fitness & Wellness monthly cost,cost,2024-03,72541.61,,HISTORY (SYNTHETIC),SYNTHETIC
R679,cost:P4,Fitness & Wellness monthly cost,cost,2024-04,73178.92,,HISTORY (SYNTHETIC),SYNTHETIC
R680,cost:P4,Fitness & Wellness monthly cost,cost,2024-05,75458.89,,HISTORY (SYNTHETIC),SYNTHETIC
R681,cost:P4,Fitness & Wellness monthly cost,cost,2024-06,72868.79,,HISTORY (SYNTHETIC),SYNTHETIC
R682,cost:P4,Fitness & Wellness monthly cost,cost,2024-07,75763.68,,HISTORY (SYNTHETIC),SYNTHETIC
R683,cost:P4,Fitness & Wellness monthly cost,cost,2024-08,75869.89,,HISTORY (SYNTHETIC),SYNTHETIC
R684,cost:P4,Fitness & Wellness monthly cost,cost,2024-09,75452.59,,HISTORY (SYNTHETIC),SYNTHETIC
R685,cost:P4,Fitness & Wellness monthly cost,cost,2024-10,76278.98,,HISTORY (SYNTHETIC),SYNTHETIC
R686,cost:P4,Fitness & Wellness monthly cost,cost,2024-11,76562.28,,HISTORY (SYNTHETIC),SYNTHETIC
R687,cost:P4,Fitness & Wellness monthly cost,cost,2024-12,75769.25,,HISTORY (SYNTHETIC),SYNTHETIC
R688,cost:P4,Fitness & Wellness monthly cost,cost,2025-01,74752.91,,HISTORY (SYNTHETIC),SYNTHETIC
R689,cost:P4,Fitness & Wellness monthly cost,cost,2025-02,78201.6,,HISTORY (SYNTHETIC),SYNTHETIC
R690,cost:P4,Fitness & Wellness monthly cost,cost,2025-03,76470.54,,HISTORY (SYNTHETIC),SYNTHETIC
R691,cost:P4,Fitness & Wellness monthly cost,cost,2025-04,76162.73,,HISTORY (SYNTHETIC),SYNTHETIC
R692,cost:P4,Fitness & Wellness monthly cost,cost,2025-05,73973.08,,HISTORY (SYNTHETIC),SYNTHETIC
R693,cost:P4,Fitness & Wellness monthly cost,cost,2025-06,76822.05,,HISTORY (SYNTHETIC),SYNTHETIC
R694,cost:P4,Fitness & Wellness monthly cost,cost,2025-07,77297.38,,HISTORY (SYNTHETIC),SYNTHETIC
R695,cost:P4,Fitness & Wellness monthly cost,cost,2025-08,77289.56,,HISTORY (SYNTHETIC),SYNTHETIC
R696,cost:P4,Fitness & Wellness monthly cost,cost,2025-09,75035.26,,HISTORY (SYNTHETIC),SYNTHETIC
R697,cost:P4,Fitness & Wellness monthly cost,cost,2025-10,73680.27,,HISTORY (SYNTHETIC),SYNTHETIC
R698,cost:P4,Fitness & Wellness monthly cost,cost,2025-11,76122.13,,HISTORY (SYNTHETIC),SYNTHETIC
R699,cost:P4,Fitness & Wellness monthly cost,cost,2025-12,77114.08,,HISTORY (SYNTHETIC),SYNTHETIC
R700,cost:P4,Fitness & Wellness monthly cost,cost,2026-01,77365.34,,HISTORY (SYNTHETIC),SYNTHETIC
R701,cost:P4,Fitness & Wellness monthly cost,cost,2026-02,73143.33,,HISTORY (SYNTHETIC),SYNTHETIC
R702,cost:P4,Fitness & Wellness monthly cost,cost,2026-03,79999.09,,HISTORY (SYNTHETIC),SYNTHETIC
R703,cost:P4,Fitness & Wellness monthly cost,cost,2026-04,79890.15,,HISTORY (SYNTHETIC),SYNTHETIC
R704,cost:P4,Fitness & Wellness monthly cost,cost,2026-05,79309.68,,HISTORY (SYNTHETIC),SYNTHETIC
R705,cost:P4,Fitness & Wellness monthly cost,cost,2026-06,78565.78,,HISTORY (SYNTHETIC),SYNTHETIC
R706,cost:P4,Fitness & Wellness monthly cost,cost,2026-07,77700.19,,HISTORY (SYNTHETIC),SYNTHETIC
R707,cost:P4,Fitness & Wellness monthly cost,cost,2026-08,79996.47,,HISTORY (SYNTHETIC),SYNTHETIC
R708,cost:P4,Fitness & Wellness monthly cost,cost,2026-09,80827.98,,HISTORY (SYNTHETIC),SYNTHETIC
R709,cost:P4,Fitness & Wellness monthly cost,cost,2026-10,,77485.41,MODEL ESTIMATE,MODEL ESTIMATE
R710,cost:P4,Fitness & Wellness monthly cost,cost,2026-11,,78978.77,MODEL ESTIMATE,MODEL ESTIMATE
R711,cost:P4,Fitness & Wellness monthly cost,cost,2026-12,,79207.55,MODEL ESTIMATE,MODEL ESTIMATE
R712,cost:P4,Fitness & Wellness monthly cost,cost,2027-01,,78964.98,MODEL ESTIMATE,MODEL ESTIMATE
R713,cost:P4,Fitness & Wellness monthly cost,cost,2027-02,,78924.29,MODEL ESTIMATE,MODEL ESTIMATE
R714,cost:P4,Fitness & Wellness monthly cost,cost,2027-03,,80115.8,MODEL ESTIMATE,MODEL ESTIMATE
R715,cost:P4,Fitness & Wellness monthly cost,cost,2027-04,,80541.57,MODEL ESTIMATE,MODEL ESTIMATE
R716,cost:P4,Fitness & Wellness monthly cost,cost,2027-05,,80424.45,MODEL ESTIMATE,MODEL ESTIMATE
R717,cost:P4,Fitness & Wellness monthly cost,cost,2027-06,,79706.22,MODEL ESTIMATE,MODEL ESTIMATE
R718,cost:P4,Fitness & Wellness monthly cost,cost,2027-07,,81085.83,MODEL ESTIMATE,MODEL ESTIMATE
R719,cost:P4,Fitness & Wellness monthly cost,cost,2027-08,,81539.24,MODEL ESTIMATE,MODEL ESTIMATE
R720,cost:P4,Fitness & Wellness monthly cost,cost,2027-09,,80389.32,MODEL ESTIMATE,MODEL ESTIMATE
R721,cost:P5,Cultural Arts monthly cost,cost,2022-10,31006.14,,HISTORY (SYNTHETIC),SYNTHETIC
R722,cost:P5,Cultural Arts monthly cost,cost,2022-11,31259.74,,HISTORY (SYNTHETIC),SYNTHETIC
R723,cost:P5,Cultural Arts monthly cost,cost,2022-12,30966.63,,HISTORY (SYNTHETIC),SYNTHETIC
R724,cost:P5,Cultural Arts monthly cost,cost,2023-01,32189.09,,HISTORY (SYNTHETIC),SYNTHETIC
R725,cost:P5,Cultural Arts monthly cost,cost,2023-02,31440.16,,HISTORY (SYNTHETIC),SYNTHETIC
R726,cost:P5,Cultural Arts monthly cost,cost,2023-03,30685.5,,HISTORY (SYNTHETIC),SYNTHETIC
R727,cost:P5,Cultural Arts monthly cost,cost,2023-04,32581.01,,HISTORY (SYNTHETIC),SYNTHETIC
R728,cost:P5,Cultural Arts monthly cost,cost,2023-05,31916.93,,HISTORY (SYNTHETIC),SYNTHETIC
