series_id,month,value,value_class,source_reference
participants:P8,2024-02,79.08,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2024-03,79.79,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2024-04,80.71,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2024-05,81.78,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2024-06,82.01,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2024-07,84.55,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2024-08,78.64,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2024-09,88.47,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2024-10,80.09,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2024-11,82.22,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2024-12,85.07,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2025-01,88.31,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2025-02,83.22,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2025-03,82.82,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2025-04,84.34,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2025-05,83.67,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2025-06,85.61,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2025-07,85.83,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2025-08,80.39,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2025-09,92.39,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2025-10,86.16,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2025-11,91.46,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2025-12,83.76,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2026-01,88.07,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2026-02,86.2,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2026-03,87.16,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2026-04,90.09,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2026-05,89.19,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2026-06,84.91,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2026-07,89.04,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2026-08,88.58,SYNTHETIC,financials/nfp_ml.py seed 777
participants:P8,2026-09,88.84,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2022-10,22800.33,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2022-11,23197.86,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2022-12,22644.49,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2023-01,22414.48,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2023-02,22642.26,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2023-03,23276.38,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2023-04,22414.51,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2023-05,22978.18,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2023-06,23071.2,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2023-07,23269.05,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2023-08,23192.89,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2023-09,23559.15,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2023-10,23130.98,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2023-11,23196.88,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2023-12,23306.97,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2024-01,23782.93,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2024-02,22793.26,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2024-03,24462.87,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2024-04,23023.33,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2024-05,24785.96,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2024-06,23929.93,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2024-07,23701.77,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2024-08,23472.42,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2024-09,23840.81,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2024-10,23231.96,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2024-11,23701.01,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2024-12,23336.74,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2025-01,24312.65,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2025-02,24556.9,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2025-03,23623.43,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2025-04,24586.64,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2025-05,24004.65,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2025-06,24566.24,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2025-07,23449.22,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2025-08,24201.51,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2025-09,23824.34,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2025-10,24331.45,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2025-11,24283.41,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2025-12,24227.7,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2026-01,25238.36,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2026-02,25058.77,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2026-03,24491.52,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2026-04,24414.83,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2026-05,24536.42,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2026-06,25341.39,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2026-07,24714.1,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2026-08,25213.09,SYNTHETIC,financials/nfp_ml.py seed 777
cost:P8,2026-09,24816.41,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2022-10,84221.39,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2022-11,87866.1,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2022-12,199541.53,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2023-01,85279.16,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2023-02,93115.7,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2023-03,82759.94,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2023-04,85797.01,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2023-05,83584.15,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2023-06,92173.26,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2023-07,83122.75,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2023-08,88797.85,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2023-09,88595.67,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2023-10,88404.98,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2023-11,80989.8,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2023-12,184092.29,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2024-01,88478.42,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2024-02,93408.73,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2024-03,90813.99,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2024-04,81876.15,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2024-05,79690.82,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2024-06,91907.08,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2024-07,87343.44,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2024-08,87299.7,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2024-09,91589.72,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2024-10,82921.11,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2024-11,86235.85,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2024-12,189273.7,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2025-01,89501.44,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2025-02,88412.63,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2025-03,219502.78,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2025-04,84502.9,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2025-05,86250.62,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2025-06,85931.26,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2025-07,85236.67,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2025-08,90774.97,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2025-09,85523.77,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2025-10,103320.26,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2025-11,92457.4,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2025-12,197236.63,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2026-01,90295.56,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2026-02,94435.46,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2026-03,91933.49,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2026-04,103084.86,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2026-05,87412.57,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2026-06,92633.07,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2026-07,92303.48,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2026-08,90095.54,SYNTHETIC,financials/nfp_ml.py seed 777
donations:ORG,2026-09,96599.92,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2022-10,-18549.74,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2022-11,-4928.21,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2022-12,34394.7,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2023-01,21180.76,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2023-02,29996.27,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2023-03,29890.36,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2023-04,63437.99,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2023-05,50975.71,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2023-06,-6421.43,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2023-07,9282.55,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2023-08,19026.23,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2023-09,37750.83,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2023-10,2293.61,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2023-11,3733.2,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2023-12,53131.94,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2024-01,-12421.43,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2024-02,-8324.78,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2024-03,7326.0,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2024-04,11719.43,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2024-05,-4989.4,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2024-06,18385.22,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2024-07,1735.62,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2024-08,27392.93,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2024-09,-3301.59,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2024-10,21088.65,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2024-11,16966.98,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2024-12,7608.86,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2025-01,15558.95,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2025-02,25383.81,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2025-03,-5740.67,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2025-04,9266.51,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2025-05,-23714.64,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2025-06,36562.53,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2025-07,16402.18,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2025-08,13427.52,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2025-09,29504.26,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2025-10,17709.91,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2025-11,-538.5,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2025-12,39970.66,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2026-01,-16615.49,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2026-02,42334.27,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2026-03,42219.87,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2026-04,35174.77,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2026-05,7212.77,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2026-06,-20627.02,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2026-07,10069.12,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2026-08,-17298.85,SYNTHETIC,financials/nfp_ml.py seed 777
net_cash:ORG,2026-09,7267.76,SYNTHETIC,financials/nfp_ml.py seed 777
